Task Name;Predecessor Task;Task Status;PIC ECU;ResponsibleRoleName;Process Link in Plib;Artifact Name;Link to Artifacts;LinkedMilestone;Description;Timely relation to milestone [working days];PLib-Version;Effort[ph];Task ID;additionalArtifacts;Study Project;SWaaP;Option: Product licensed to customer?;Option: External Suppliers in the (Sub)project?;Option: RB internal SW-Supplier which does not follow PS-EC guidelines (except BSW supply);Option: Endeavour is a Innovation Topic;Option: OBD responsibility is at RB;Option: Config Management strategy is different to generic one;Option: SW Sharing done in Project;Option: Project is not a successor project;Option: Security relevant Requirements exist;Option: ASIL D;Option: ASIL C;Option: ASIL B;Option: ASIL A;Option: QM;Option: EDC17 Project;Option: SWaaP is a customer project
Project: Perform System Architecture Review;NA;Valid;A,B,C,D;SysArch;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Review+System+Architectural+Design&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Review Protocol System Architectural Design;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Review+Protocol+System+Architectural+Design&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Major,Series, Series - Major,Final - Major;;-28;5.6;20;Project_021;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Perform Requirement Engineering Baseline Accepted inkl. review;Stakeholder_Requirements_001,Project_027,RM_005;Deleted;A,B,C,D;SW-D;http://fe-ecupkit.de.bosch.com/PDP/Procedure/mdPM_ECU_Project_LifeCycle.pdf;;;Major,Series, Series - Major,Final - Major;;-28;5.8;6;Project_020;;;;;;;;;;;;;;;;;;;
Project: Monitor forecast package request plans, agree on the package delivery dates and track the capacity required;NA;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CSW%3A+Execute+project+plans%2C+Monitor+%26+control-Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Minor,Major,Series,Series - Major,Final - Major,Final;;-28;5.6;2;Project_019;;;;;;;;;;;;;;;;;;;
Project: Monitor and control planning of project milestones, effort, cost and resources;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CExecute+project+plans%2C+monitor+%26+control+Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PRC Template;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CPRC+Template&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series,Series - Major,Final - Major;;-49;5.6;16;Project_018;;;;;;;;;;;;;;;;;;;
Project: Measure the BBM QA metrics for Major or Series PVER;"RM_005
Stakeholder_Requirements_001";Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CSW%3A+Execute+project+plans%2C+Monitor+%26+control-Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;BBM QA Metrics Dashboard  ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CBBM+QA+Metrics+Dashboard&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series,Series - Major,Final - Major;"store the report to ILM@Sharepoint
plan appropriate measures for deviations";0;5.6;16;Project_017;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Ensure regulatory requirement list is updated and all measures are implemented;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CUpdate+Regulatory+Requirements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Regulatory Requirement Specification Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Regulatory+Requirement+Specification+Report&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Major,Series,SW-QGF,Series - Major,Final - Major;All notified Codex Cases are clarified completely on the base of clear decisions and suitable measures;0;5.6;13;Project_011;;;;;;;;;;;;;;;;;;;
Project: Create the detailed planning for the integration of the program version and plan the required tests. Update the PVP accordingly;PMP_011;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Integration+Planning%7CPlan+the+program+version+integration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Program Version Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series, Series - Major,Final - Major,Final;;-28;5.6;8;Project_009;;;;;;;;;;;;;;;;;;;
Project: Create PVER, plan delivery date and the requirements for the delivery;Stakeholder_Requirements_001,Project_027;Valid;A,B,C,D,E;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Planning&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Program Version Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Prototype,Series, Series - Major,Final - Major,Final;;-49;5.6;10;Project_007;Program_Version__PVER_;A,B,C,D,E;;;;;;;;;;;Y;Y;Y;Y;Y;;
Project: Create Project management Plan Baseline including review;"PMP_002
PMP_006
PMP_007
PMP_011
PMP_015
PMP_033
Project_031
Project_Setup_003
RM_001
Safety_007
Safety_015
Safety_030
Safety_055
Stakeholder_Requirements_001
Regulatory_requirements_007";Valid;A,B,C,D;PjM ECU;http://fe-ecupkit.de.bosch.com/PDP/Procedure/mdPM_CM_Strategy.pptx ;Baselines;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CBaselines&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB,SW-QGC0,SW-QGC4,QGP0,SW-QGP0;;0;5.6;4;Project_006;PMP_Baseline;;A,B,C,D,E;;;;;;;;;;;;;;;;
Project: Create Product Delivery Baseline incl. Review;"Safety_015
Safety_055
PVER_Delivery_001
PVER_Delivery_015
Project_021";Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CProvide+and+verify+the+baseline&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Baselines;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CBaselines&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series,Series - Major,Final - Major;;0;5.6;42;Project_005;Product_Delivery_Baseline;;A,B,C;;;;;;;;;;;;;;;;
Project: Check any codex case according to RB.GF182;RM_005;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Views+%26+Use-Cases%7CCodex+Compliance%7CCodex+Compliance+for+Software&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Codex Work Items;;SW-QGR,SW-QGC4,SW-QGF,QGP0,QGP2,SW-QGP0,SW-QGP2;In case a codex concern is recognized a Codex Case is created and processed according to PNPI20509 Manage Codex Cases Technical Compliance;0;5.6;17;Project_003;;;;;;;;;;;;;;;;;;;
Prod Delivery: Coordinate the production release to customer;PVER_Creation_005;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Coordination+of+Production+Release&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Series Files (customer specific);https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Series+Files+%28customer+specific%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Major,Series,Series - Major,Final - Major;;28;5.6;10;Prod_Delivery_018;;;;;;;;;;;;;;;;;;;
Prod Delivery: Update the PVP with all the results. PVP approved by Lead EPQ via workon.;"Testing_010
Testing_002
Testing_004
Testing_005
Testing_006
Testing_007
Testing_008
Testing_009
Testing_011
Testing_012
Testing_013
Testing_014
Testing_015
Testing_016
Testing_017
Testing_018
Testing_019
Testing_020
Testing_021
Testing_022
Testing_024";Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CProduct+%26+Process+Quality+Assurance%7CPlanning+and+Tracking+of+Quality+Objectives+in+the+Project%7CQuality+Tracking+in+the+Project+Implementation+Phase%7CUpdate+PVP+and+prepare+delivery+decision&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVP;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CPVP&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series,Series - Major,Final - Major;;0;5.6;4;Prod_Delivery_015;;;;;;;;;;;;;;;;;;;
Prod Delivery: Ensure Acceptance test results are positive and ready for delivery;PVER_Delivery_001,PVER_Creation_011,Project_Setup_005;Valid;A,B,C,D;CalEng;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CAcceptance+Test&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;AT Test Checklist/Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CAT+Test+Checklist%2FReport&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series,Series - Major,Final - Major,Final;;0;5.6;12;Prod_Delivery_010;PVER___Initial_Calibration;;;;;;;;;;;;;;;;;;
Prod Delivery: Confirm the compliance related SSD (rules) for each desired product release;PVER_Creation_004;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Perform+Compliance+SSD+check&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;PVER Review Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Review+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series, Series - Major;;0;5.6;9;Prod_Delivery_008;;;;;;;;;;;;;;;;;;;
Prod Delivery: Archive the series delivery and verify the archival;PVER_Delivery_001,PVER_Creation_011,Project_Setup_005;Valid;A,B,C,D;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CSeries+PVER+Archiving&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Archived Program Version;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CArchived+program+version&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series,Series - Major,Final - Major;;28;5.6;9;Prod_Delivery_007;;;;;;;;;;;;;;;;;;;
Prod Delivery: perform an ECA trial run with a close to production ECU;PVER_Delivery_023, PVER_Delivery_022;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CSW%3A+Execute+project+plans%2C+Monitor+%26+control-Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;SW-QGC4;;0;5.6;6;Prod_Delivery_004;;;;;;;;;;;;;;;;;;;
Prod Delivery: Create the workflow task in the respectively valid workflow system for product delivery for production;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CRequest+for+Production+Release%7CCreate+the+workflow+task&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Minor,Major,Series, Series - Major,Final - Major,Final;;0;5.6;5;Prod_Delivery_002;;;;;;;;;;;;;;;;;;;
Procurement: Manage the Subcontracted RB SW-supplier;NA;Valid;A,B,C,D;SCM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Subcontract+Management+SW+%28internal%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Internal Supplier Order;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Internal+Supplier+Order&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0,SW-QGC4,SW-QGR;Supplier means RB internal suppliers which does not follow the PS-EC development process.;0;5.8;3;Procurement_005;;A,B,C,D;A,B,C,D;;;Y;;;;;;;;;;;;;
Procurement: Monitor the Subcontracted Party as well as the subcontracted deliverables;NA;Valid;A,B,C,D;SCM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SCM+Review+Minutes&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SCM Review Minutes;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SCM+Review+Minutes&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC4,SW-QGR;"Conduct regular technical and schedule meetings; 
Keep track of the supplier's monthly invoices; 
Monitor the supplier's QA and CM activities; 
Discuss the necessary changes with the supplier; 
Communicate regularly, inform stakeholders; 
Conduct regular management meetings; ";0;5.8;4;Procurement_004;;A,B,C,D;A,B,C,D;;Y;;;;;;;;;;;;;;
Procurement: Prepare Subcontracting with the supplier;NA;Valid;A,B,C,D;SCM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Before+Start+of+Work&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;BCM SCM External Commissioning;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=BCM+SCM+External+Commissioning&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0;Supplier means external suppliers as well as RB internal suppliers which does not follow the PS-EC development process.;0;5.8;86;Procurement_003;BCM SCM Project Level Agreement,BCM SCM Offer Evaluation,Development Interface Agreement (DIA);A,B,C,D;A,B,C,D;;Y;;;;;;;;;;;;;;
Procurement: Setup Supplier Agreement;NA;Valid;A,B,C,D;SupM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Setup+Supplier+Agreement&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Supplier Agreement;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Supplier+Agreement&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0;;0;5.8;15;Procurement_002;;A,B,C,D;A,B,C,D;;Y;;;;;;;;;;;;;;
"Procurement: Perform acceptance test -  Check for the required maturity of the SW elements or data that are provided by external services
";NA;Valid;A,B,C,D;SCM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Acceptance+and+Project+Completion&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;BCM SCM Acceptance Declaration ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CBCM+SCM+Acceptance+Declaration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGP2;;0;5.6;6;Procurement_001;;;;;Y;;;;;;;;;;;;;;
Problem Resolution: create 'Problem Status Report' with information of the problems and their status as input for the Risk Management.;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CProblem+Resolution+Management%7CCreate+and+Analyze+the+Problem+Status+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Problem Status Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CProblem+Status+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,SW-QGC4,QGP0,SW-QGP0,QGP2,SW-QGP2,SW-QGB;;140;5.6;2;Problem_Resolution_002;;;A,B,C;;;;;;;;;;;;;;;;
PMP: create the project-specific Configuration Management Strategy and get review to it;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project specific CM Strategy;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Project+specific+CM+Strategy&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,QGP0,SW-QGP0;Review  to be done from CM-R (Peer) or PjM-ECU from the same project;0;5.8;15;PMP_036;;;;;;;;;Y;;;;;;;;;;
PMP: update the Project Management Plan and get review to it;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CStakeholder+Requirements%7CObtain+Stakeholder+Requests&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Management Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB;;0;5.6;4;PMP_033;;;;;;;;;;;;;;;;;;;
PMP: Create project specific CRM strategy in reference with PS-EC generic procedure and review it;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Support+Processes%7CAA+CRM+Strategy+Scope+Generic&projectName=Root%7CLibs%7CEngine+ECU;Project-specific Change Request Management strategy;;SW-QGC0;;0;5.6;2;PMP_020;;;A,B,C,D,E;;;;;;;;;;;;;;;;
PMP: Establish branch management strategy and review it;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Establish+branch+management+strategy&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Project specific branch management strategy;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CProject+specific+branch+management+strategy&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0;;0;5.6;6;PMP_019;;;;;;;;;;;;;;;;;;;
PMP: Get the PMP reviewed by Lead-EPQ and approved by workon approval by PRC;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Management Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB;;-35;5.6;4;PMP_017;;;;;;;;;;;;;;;;;;;
PMP: Update the MCR plan with budget and cost demand for current subphase;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CMaintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Effort Estimation ECU Project;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CEffort+Estimation+ECU+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series, Series - Major,Final - Major;;-28;5.6;8;PMP_015;;;;;;;;;;;;;;;;;;;
PMP: Update the effort estimation for the current phase taking lessons learnt factor from previous subphase (if available);NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CMaintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Effort Estimation ECU Project;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CEffort+Estimation+ECU+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGR;;-28;5.6;10;PMP_014;;;;;;;;;;;;;;;;;;;
PMP: Update the PMP with necessary changes and perform the review. For major changes, get Workon approval of PMP;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CMaintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Management Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB;;-49;5.6;8;PMP_013;;;;;;;;;;;;;;;;;;;
PMP: Register and plan the PMAP as described in the process;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;SW-QGC0,QGP0,SW-QGP0;;0;5.6;2;PMP_012;;;;;;;;;;;;;;;;;;;
PMP: Prepare the PVP and plan the tests and activities necessasary for upcoming delivery and get approval from Lead EPQ;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design%7CMaintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVP;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CPVP&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series,SW-QGC0,Series - Major,Final - Major,Final;;-28;5.6;13;PMP_011;;;;;;;;;;;;;;;;;;;
PMP: Determine the PIC (Project Impact Category) and get approval;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Impact Categorization (PIC);https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Impact+Categorization+%28PIC%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;2;PMP_008;;A,B,C,D,E;A,B,C,D,E;;;;;;;;;;;;;;;;Y
PMP: Create the PVP and get approval for it;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVP;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CPVP&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;4;PMP_007;;A,B,C,D,E;A,B,C,D,E;;;;;;;;;;Y;Y;Y;Y;Y;;
PMP: Create the project-specific CM-Plan and get review;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Specific CM Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CProject+specific+CM-Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;51;PMP_006;;A,B,C,D;A,B,C,D;;;;;;;;;;;;;;;;
PMP: Create Milestone and Resource plan;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Effort Estimation ECU Project;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CEffort+Estimation+ECU+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;11;PMP_004;Resource Plan SW;;A,B,C;;;;;;;;;;;;;;;;
PMP: Create Communication Plan in the Project Management Plan as per the defined stakeholders communication strategy;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Management Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;21;PMP_003;;;;;;;;;;;;;;;;;;;
