TaskID;TaskName;TaskStatus;ResponsibleRoleName;ProcessLink;Artifact;Description;TimelyRelation;PLibVersion;Milestones;ImpactCategory;PredecessorTasks;OptimisticEstimate;OptimisticEstimateComment;MostLikelyEstimate;MostLikelyEstimateComment;PessimisticEstimate;PessimisticEstimateComment;FinalEstimation;LessonsLearntFactor;EffortEstimation;RemarksAssumptions;StudyProject;SWaaP;ProductLicensedToCustomer;ExternalSuppliers(Sub)project;RBInternalSWSupplierNoPSECGuidelines;EndeavourIsInnovation;OBDResponsibilityIsAtRB;NonGenericConfigManagement;SWSharingIsDoneInProject;PrjIsNotSuccessorProject;HasSecurityRelevantRequirements;ASILD;ASILC;ASILB;ASILA;QM;EDC17Prj;SWaaPIsCustPrj
PMP_029;PMP: Create the project-specific Test Strategy and PVP and get approval for it;2;4;;;;0;2;"4;8";"1;2;3;4;5";;2;Carry over project, minimal changes to Plib strategy;4;New project medium changes to Plib strategy;6;Many changes to Plib strategy;4;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_030;PMP: Register and plan the PMAP as described in the process;2;4;;;;0;2;"4;8";"1;2;3;4;5";;2;simple doing;2;simple doing;2;simple doing;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
"PMP_031
PMP_032
PMP_034
PMP_031";PMP: Create project specific PRM strategy;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;only small adaptions to the PRM in Plib;50;based on previous project;100;to be created for the first time;51,33333333;1;51;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_032;PMP: Create the project-specific CM-Plan and get review;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;Project is based on a previous project;20;Usual PIC (B or C), experienced CM-R;40;huge project. Less experience of CM-R;21,33333333;1;21;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_033;PMP: update the Project Management Plan and get review to it;2;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CStakeholder+Requirements%7CObtain+Stakeholder+Requests&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;53;;0;4;7;"1;2;3;4";;1;small project;4;medium project experienced PM;8;large project, many subprojects, inexperienced PM;4,166666667;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_034;PMP: Review and update, if necessary, the Communication Plan;2;4;;;;0;2;7;"1;2;3;4;5";;1;small project;4;medium project experienced PM;8;large project, many subprojects, inexperienced PM;4,166666667;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_035;PMP: The Project Charter und Project Management Plan are finalized and released according the BU specific requirements;2;4;;;;0;2;"5;7";"1;2;3;4;5";;5;Project is based on a previous project;20;Usual PIC (B or C), experienced PjM;40;huge project. Less experience of PjM;20,83333333;1;21;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PMP_036;PMP: create the project-specific Configuration Management Strategy and get review to it;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;128;Review  to be done from CM-R (Peer) or PjM-ECU from the same project;0;3;"1;4;8";"1;2;3;4";;1;Take Over from previous project;12;"experienced CM-R; typical project in the department";40;non experienced CM-R, project outside the typical range in the department;14,83333333;1;15;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Problem_Resolution_001;Security: Create project specific security Issue response plan;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;4;carry over project;8;Medium changes;12;Large project with many safety changes;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Problem_Resolution_002;Problem Resolution: create 'Problem Status Report' with information of the problems and their status as input for the Risk Management.;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CProblem+Resolution+Management%7CCreate+and+Analyze+the+Problem+Status+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;56;;140;1;"1;2;4;5;7;8;9";"1;2;3;4";;1;small project;2;medium project;4;large project;2,166666667;1;2;;;"1;2;3";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Procurement_001;Procurement: Perform acceptance test - Check for the required maturity of the SW elements or data that are provided by external services;1;36;;9;;0;1;5;"1;2;3;4";;4;expereinced developer;6;average experienced developer;8;Less experience;6;1;6;;;;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Procurement_002;Procurement: Setup Supplier Agreement;1;45;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Setup+Supplier+Agreement&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;132;;0;3;"1;4;8";"1;2;3;4";;2;No discussions needed with licensing party;12;usual discussions with licensing party;40;many discussions with licensing party;15;1;15;;"1;2;3;4";"1;2;3;4";FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Procurement_003;Procurement: Prepare Subcontracting with the supplier;1;36;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Before+Start+of+Work&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;"20;114;146;147";Supplier means external suppliers as well as RB internal suppliers which does not follow the PS-EC development process.;0;3;"1;4;8";"1;2;3;4";;35;reuse from previous projects possible;80;"no reuse from previous projects; experience about Procurement available";160;"no reuse from previous projects; no experience about Procurement available";85,83333333;1;86;;"1;2;3;4";"1;2;3;4";FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Procurement_004;Procurement: Monitor the Subcontracted Party as well as the subcontracted deliverables;1;36;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SCM+Review+Minutes&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;129;"Conduct regular technical and schedule meetings; 
Keep track of the supplier's monthly invoics;
Monitor the supplier's QA and CM activities; 
Discuss the necessary changes with the supplir;
Communicate regularly, inform stakehors;
Conduct regular management meetings";0;3;"2;6";"1;2;3;4";;1;easy setup;4;medium setup;8;complex setup;4,166666667;1;4;;"1;2;3;4";"1;2;3;4";FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Procurement_005;Procurement: Manage the Subcontracted RB SW-supplier;1;36;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Subcontract+Management+SW+%28internal%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;124;Supplier means RB internal suppliers which does not follow the PS-EC development process.;0;3;"1;2;4;6;8";"1;2;3;4";;1;very experienced about Procurement;2;Procurement experience given;7;experience about Procurement not available;2,666666667;1;3;;"1;2;3;4";"1;2;3;4";FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_002;Prod Delivery: Create the workflow task in the respectively valid workflow system for product delivery for production;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CRequest+for+Production+Release%7CCreate+the+workflow+task&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;"15;16;17;18;22;23";"1;2;3;4";;2;simple PVP for very uncomplex product;5;PVP similar to Plib template;10;complex project with complex PVP;5,333333333;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_004;Prod Delivery: perform an ECA trial run with a close to production ECU;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation+Software%7CSW%3A+Execute+project+plans%2C+Monitor+%26+control-Project+deliveries%2C+cost+%26+stakeholders&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;2;"1;2;3;4";"PVER_Delivery_022;PVER_Delivery_023";2;Small changes;4;medium size project few tracking items;16;Lagre changes with many open items;5,666666667;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_006;Project closure: Update Project End status in MCR and update to all stakeholders;2;4;;;;0;2;14;"1;2;3;4;5";;1;Small changes in the PMP, experienced PM;2;update to few artefacts required, inexperienced PM;4;Inexperienced PM, lot of changes and rework;2,166666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_007;Prod Delivery: Archive the series delivery and verify the archival;1;30;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CSeries+PVER+Archiving&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;3;;28;1;"16;17;22;23";"1;2;3;4";"Project_Setup_005;PVER_Creation_011;PVER_Delivery_001";3;only few warnings;8;normal amount of warnings;20;many warnings;9,166666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_008;Prod Delivery: Confirm the compliance related SSD (rules) for each desired product release;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Perform+Compliance+SSD+check&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;72;;0;1;"22;23";"1;2;3;4";PVER_Creation_004;4;only few warnings;8;normal amount of warnings;20;many warnings;9,333333333;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_009;Project: Prepare and Perform QGP2;2;4;;;;0;2;9;"1;2;3;4;5";;2;Small changes;2;medium size project few tracking items;3;Lagre changes with many open items;2,166666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_010;Prod Delivery: Ensure Acceptance test results are positive and ready for delivery;1;2;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CAcceptance+Test&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;"4;135";;0;1;"15;16;17;18;22;23";"1;2;3;4";"Project_Setup_005;PVER_Creation_011;PVER_Delivery_001";6;small project;12;medium project experienced PM;18;large project, many subprojects, inexperienced PM;12;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_011;Project closure: Perform project completion meeting with customer, perform Lessons Learnt and agreement on project closure;2;4;;;;0;2;14;"1;2;3;4;5";;0,5;simple PVP for very uncomplex product;1;PVP similar to Plib template;1,5;complex project with complex PVP;1;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_014;Project: create Focus Matrix and ensure continuous maintenance of it;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;8;Small changes;16;medium size project few tracking items;32;Lagre changes with many open items;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_015;Prod Delivery: Update the PVP with all the results. PVP approved by Lead EPQ via workon.;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CProduct+%26+Process+Quality+Assurance%7CPlanning+and+Tracking+of+Quality+Objectives+in+the+Project%7CQuality+Tracking+in+the+Project+Implementation+Phase%7CUpdate+PVP+and+prepare+delivery+decision&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;75;;0;1;"16;17;22;23";"1;2;3;4;5";"Testing_002;Testing_004;Testing_005;Testing_006;Testing_007;Testing_008;Testing_009;Testing_010;Testing_011;Testing_012;Testing_013;Testing_014;Testing_015;Testing_016;Testing_017;Testing_018;Testing_019;Testing_020;Testing_021;Testing_022;Testing_024";2;Baseline only to be updated;4;Baseline to be updated to new template;8;Baseline to be created newly;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_018;Prod Delivery: Coordinate the production release to customer;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Coordination+of+Production+Release&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;131;;28;1;"16;17;22;23";"1;2;3;4";PVER_Creation_005;7;less failures due to less content of the PVER;10;Value is a detailed expert estimation done for customer negotiation;15;Value is a detailed expert estimation done for customer negotiation;10,33333333;1;10;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Delivery_019;Prod Delivery: Perform Requirement Engineering Baseline Validated inkl. Review;2;4;;;;0;2;6;"1;2;3;4;5";;0;;0;;0;;0;1;0;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_release_001;Prod release: Release the Product FMEA for the final SW Version (for the Product that includes the final SW Version).;2;4;;;;0;2;"5;9";"1;2;3;4;5";;40;For 10 issues + exp. PM;60;Moderate PM experience;100;Less experience;63,33333333;1;63;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Prod_Relevance_001;Product Relevance: Review System Architectural Design (Product Scope);2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;small BugfixSW;4;standard SW till I400 typically;12;huge SW with Development effort of Issues >10.000h and many new features;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_001;Testing: Perform SST and verify results;2;4;;;;0;2;"15;16;22;23";"1;2;3;4;5";;4;4-6 requirements, clear requirements and dates from customer;8;4-6 requirements, clear requirements and dates from customer;24;30-50 requirements. Many clarifications, inexperienced team;10;1;10;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_002;Testing: Perform BFT and verify results;2;4;;;;0;2;"15;16;22;23";"1;2;3;4;5";;8;small project;16;medium project;24;large project with many SW lines;16;1;16;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_003;Project: Check any codex case according to RB.GF182;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Views+%26+Use-Cases%7CCodex+Compliance%7CCodex+Compliance+for+Software&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;13;In case a codex concern is recognized a Codex Case is created and processed according to PNPI20509 Manage Codex Cases Technical Compliance;0;1;"2;3;4;5;6;8;9";"1;2;3;4";RM_005;8;Small changes;16;medium size project few tracking items;32;Lagre changes with many open items;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_004;Prod Delivery: Ensure Acceptance test results are positive and ready for delivery;2;4;;;;0;2;"15;16;22;23";"1;2;3;4;5";;4;small number of changes (10-15ISW);8;Medium content, 15-30 ISW;12;30+ ISW with complex changes;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_005;Project: Create Product Delivery Baseline incl. Review;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CProvide+and+verify+the+baseline&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;"6;136";;0;1;"3;6";"1;2;3;4";"Project_021;PVER_Delivery_001;PVER_Delivery_015;Safety_015;Safety_055";12;4-6 requirements;40;15-20 requirements;80;30-50 requirements;42;1;42;;;"1;2;3";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_006;Project: Create Project management Plan Baseline including review;1;4;#http://fe-ecupkit.de.bosch.com/PDP/Procedure/mdPM_CM_Strategy.pptx#;"6;137";;0;1;"1;2;4;7;8";"1;2;3;4";"PMP_002;PMP_006;PMP_007;PMP_011;PMP_015;PMP_033;Project_031;Project_Setup_003;Regulatory_requirements_007;RM_001;Safety_007;Safety_015;Safety_030;Safety_055;Stakeholder_Requirements_001";2;Project is based on a previous project;4;Usual PIC (B or C), experienced CM-R;6;huge project. Less experience of CM-R;4;1;4;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_007;Project: Create PVER, plan delivery date and the requirements for the delivery;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Planning&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;"60;138";;-49;1;"15;16;17;18;21;22;23";"1;2;3;4;5";"Project_027;Stakeholder_Requirements_001";4;4-6 requirements, clear requirements and dates from customer;8;4-6 requirements, clear requirements and dates from customer;24;30-50 requirements. Many clarifications, inexperienced team;10;1;10;;"1;2;3;4;5";;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
Project_009;Project: Create the detailed planning for the integration of the program version and plan the required tests. Update the PVP accordingly;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Integration+Planning%7CPlan+the+program+version+integration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;60;;-28;1;"15;16;17;18;22;23";"1;2;3;4";PMP_011;4;small number of changes (10-15ISW);8;Medium content, 15-30 ISW;12;30+ ISW with complex changes;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_010;Prod Delivery: Confirm the compliance related SSD (rules) for each desired product release;2;4;;;;0;2;"15;16;22;23";"1;2;3;4;5";;24;small number of changes (10-15ISW);40;Medium content, 15-30 ISW;80;30+ ISW with complex changes;44;1;44;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_011;Project: Ensure regulatory requirement list is updated and all measures are implemented;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CUpdate+Regulatory+Requirements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;79;All notified Codex Cases are clarified completely on the base of clear decisions and suitable measures;0;1;"3;16;17;22;23";"1;2;3;4;5";;4;Small changes carry over from other programs;12;medium size project few tracking items;24;Lagre changes with many open items;12,66666667;1;13;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_012;PVER Delivery: Initiate SW Container and/or PAV adaptations and/or ECA tool adaptations;2;4;;;;0;2;"22;23";"1;2;3;4;5";;4;small BugfixSW;6;standard SW till I400 typically;10;big SW with Development;6,333333333;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_013;PVER Delivery: perform FOSS Scan;2;4;;;;0;2;"5;22;23";"1;2;3;4;5";;2;small BugfixSW;4;standard SW till I400 typically;12;huge SW with Development effort of Issues >10.000h and many new features;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_014;Project: Initiate and execute risk assesment (If the QGC4 is red);2;4;;;;0;2;2;"1;2;3;4;5";;4;carry over setup;8;new setup experienced team;16;new setup, inexperienced team;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
